ts,open,high,low,close,volume
1778821200,91.29000000,91.54000000,90.26000000,90.60000000,232389.64800000
1778824800,90.60000000,91.08000000,90.47000000,91.02000000,91725.43100000
1778828400,91.02000000,91.72000000,90.94000000,91.60000000,136908.56700000
1778832000,91.61000000,91.65000000,90.94000000,91.27000000,130850.78800000
1778835600,91.27000000,91.33000000,90.92000000,91.17000000,116923.63600000
1778839200,91.17000000,91.57000000,91.01000000,91.47000000,60278.85700000
1778842800,91.47000000,91.54000000,91.18000000,91.27000000,48087.23600000
1778846400,91.26000000,91.27000000,90.57000000,90.66000000,84522.22200000
1778850000,90.66000000,90.66000000,88.69000000,88.90000000,328789.02400000
1778853600,88.91000000,89.55000000,88.55000000,89.06000000,246328.87400000
1778857200,89.05000000,89.28000000,88.70000000,89.04000000,131510.14900000
1778860800,89.04000000,89.70000000,88.81000000,89.50000000,136491.80600000
1778864400,89.51000000,89.90000000,89.49000000,89.82000000,87150.89500000
1778868000,89.81000000,90.09000000,89.47000000,89.80000000,80704.79700000
1778871600,89.79000000,89.80000000,89.35000000,89.42000000,77989.58200000
1778875200,89.41000000,89.50000000,89.08000000,89.28000000,54982.75800000
1778878800,89.28000000,89.43000000,89.00000000,89.05000000,50534.58000000
1778882400,89.06000000,89.36000000,89.05000000,89.33000000,35182.51000000
1778886000,89.33000000,89.39000000,89.21000000,89.24000000,39509.95900000
1778889600,89.23000000,89.44000000,89.14000000,89.22000000,48371.90700000
1778893200,89.22000000,89.35000000,88.95000000,89.30000000,70719.09400000
1778896800,89.30000000,89.39000000,88.97000000,89.20000000,68116.28400000
1778900400,89.20000000,89.27000000,89.00000000,89.05000000,32064.71900000
1778904000,89.05000000,89.09000000,88.19000000,88.86000000,107366.17000000
1778907600,88.86000000,88.93000000,88.28000000,88.57000000,100021.86700000
1778911200,88.58000000,88.66000000,87.81000000,88.01000000,146511.23400000
1778914800,88.01000000,88.01000000,86.72000000,87.47000000,278924.59100000
1778918400,87.46000000,87.62000000,87.33000000,87.48000000,64301.78800000
1778922000,87.48000000,87.51000000,85.78000000,86.05000000,284751.26800000
1778925600,86.04000000,86.15000000,85.52000000,86.01000000,150819.39800000
1778929200,86.02000000,86.33000000,86.02000000,86.11000000,69786.65800000
1778932800,86.12000000,86.44000000,86.01000000,86.26000000,58569.73300000
1778936400,86.26000000,86.35000000,86.11000000,86.26000000,46444.64900000
1778940000,86.26000000,86.71000000,86.07000000,86.40000000,72773.01300000
1778943600,86.39000000,86.67000000,86.27000000,86.50000000,60692.27300000
1778947200,86.49000000,86.78000000,86.37000000,86.63000000,68240.94500000
1778950800,86.64000000,86.96000000,86.63000000,86.81000000,35916.68600000
1778954400,86.81000000,86.97000000,86.60000000,86.81000000,33878.03300000
1778958000,86.81000000,86.85000000,86.65000000,86.69000000,46504.27400000
1778961600,86.69000000,86.88000000,86.66000000,86.68000000,35040.01800000
1778965200,86.67000000,86.77000000,86.49000000,86.59000000,34761.53600000
1778968800,86.59000000,86.69000000,86.45000000,86.54000000,19068.77300000
1778972400,86.53000000,86.70000000,86.49000000,86.54000000,29376.68300000
1778976000,86.53000000,86.72000000,85.97000000,86.13000000,70464.41700000
1778979600,86.12000000,86.34000000,85.59000000,85.75000000,87695.57200000
1778983200,85.76000000,86.27000000,85.76000000,86.00000000,107963.89600000
1778986800,86.01000000,86.63000000,85.99000000,86.53000000,57966.68300000
1778990400,86.52000000,86.98000000,86.47000000,86.86000000,55765.01500000
1778994000,86.87000000,87.29000000,86.85000000,86.91000000,64337.00900000
1778997600,86.90000000,87.01000000,86.71000000,86.85000000,32049.94600000
1779001200,86.85000000,87.10000000,86.78000000,86.97000000,37046.31400000
1779004800,86.98000000,87.03000000,86.60000000,86.83000000,46327.46300000
1779008400,86.82000000,87.02000000,86.72000000,86.89000000,70587.06200000
1779012000,86.90000000,87.26000000,86.81000000,87.00000000,128394.80000000
1779015600,86.99000000,87.02000000,86.78000000,86.89000000,48145.39600000
1779019200,86.89000000,87.02000000,86.72000000,86.76000000,37497.77200000
1779022800,86.76000000,86.78000000,86.30000000,86.41000000,71335.87600000
1779026400,86.41000000,86.46000000,85.95000000,86.31000000,73813.27700000
1779030000,86.31000000,86.49000000,86.17000000,86.46000000,30575.87700000
1779033600,86.46000000,86.69000000,86.11000000,86.30000000,47111.04500000
