ts,open,high,low,close,volume
1749945600,0.00001094,0.00001133,0.00001081,0.00001111,13258441974343.00
1750032000,0.00001111,0.00001157,0.00001054,0.00001059,23055705725602.00
1750118400,0.00001059,0.00001078,0.00000965,0.00001013,26064511809917.00
1750204800,0.00001013,0.00001041,0.00000975,0.00001035,16063975112921.00
1750291200,0.00001035,0.00001049,0.00001014,0.00001029,10678905429265.00
1750377600,0.00001030,0.00001052,0.00000946,0.00000984,16614768394908.00
1750464000,0.00000984,0.00001012,0.00000892,0.00000928,16228425825138.00
1750550400,0.00000928,0.00000948,0.00000830,0.00000887,27157211135718.00
1750636800,0.00000888,0.00001002,0.00000867,0.00000990,29080584067582.00
1750723200,0.00000990,0.00001030,0.00000976,0.00001006,17854122634311.00
1750809600,0.00001006,0.00001018,0.00000937,0.00000946,15294694903234.00
1750896000,0.00000946,0.00000974,0.00000911,0.00000916,14888995666583.00
1750982400,0.00000916,0.00000938,0.00000892,0.00000918,11336917224317.00
1751068800,0.00000917,0.00000962,0.00000913,0.00000955,6151553773664.00
1751155200,0.00000956,0.00001049,0.00000943,0.00001040,12327985325807.00
1751241600,0.00001040,0.00001043,0.00000958,0.00000975,16507636187090.00
1751328000,0.00000975,0.00000983,0.00000916,0.00000926,9686081084988.00
1751414400,0.00000926,0.00001038,0.00000918,0.00001006,16587489647911.00
1751500800,0.00001006,0.00001079,0.00000988,0.00001012,22042692636211.00
1751587200,0.00001013,0.00001027,0.00000943,0.00000965,13075122453368.00
1751673600,0.00000964,0.00000993,0.00000951,0.00000969,7473259445326.00
1751760000,0.00000969,0.00001033,0.00000956,0.00001002,12668122293853.00
1751846400,0.00001003,0.00001027,0.00000969,0.00000990,11778723077307.00
1751932800,0.00000990,0.00001029,0.00000971,0.00001019,11079981627412.00
1752019200,0.00001019,0.00001136,0.00001000,0.00001105,23312426151862.00
1752105600,0.00001105,0.00001254,0.00001089,0.00001241,29599288576742.00
1752192000,0.00001240,0.00001327,0.00001200,0.00001236,41424385054134.00
1752278400,0.00001235,0.00001256,0.00001184,0.00001224,16916697569560.00
1752364800,0.00001224,0.00001269,0.00001208,0.00001230,18432948172533.00
1752451200,0.00001231,0.00001337,0.00001202,0.00001223,28262765829312.00
1752537600,0.00001223,0.00001291,0.00001166,0.00001286,29212912749100.00
1752624000,0.00001285,0.00001411,0.00001248,0.00001354,34225785378825.00
1752710400,0.00001355,0.00001385,0.00001281,0.00001337,26988032999578.00
1752796800,0.00001337,0.00001433,0.00001266,0.00001298,33539085937877.00
1752883200,0.00001299,0.00001354,0.00001265,0.00001342,15040277756956.00
1752969600,0.00001343,0.00001460,0.00001331,0.00001402,23382053586789.00
1753056000,0.00001402,0.00001454,0.00001364,0.00001409,24605186485824.00
1753142400,0.00001409,0.00001475,0.00001347,0.00001416,27640261251106.00
1753228800,0.00001417,0.00001418,0.00001219,0.00001273,23551842076687.00
1753315200,0.00001273,0.00001305,0.00001185,0.00001239,18164190440952.00
1753401600,0.00001240,0.00001257,0.00001173,0.00001255,17245242450091.00
1753488000,0.00001256,0.00001278,0.00001234,0.00001240,7763906451268.00
1753574400,0.00001240,0.00001297,0.00001237,0.00001279,10168569314756.00
1753660800,0.00001279,0.00001315,0.00001181,0.00001190,15070547283737.00
1753747200,0.00001191,0.00001215,0.00001124,0.00001152,16268039630971.00
1753833600,0.00001153,0.00001162,0.00001070,0.00001134,13946668076448.00
1753920000,0.00001134,0.00001166,0.00001068,0.00001078,11462035979229.00
1754006400,0.00001078,0.00001083,0.00001004,0.00001039,20037144697500.00
1754092800,0.00001038,0.00001064,0.00000986,0.00001013,9475679801980.00
1754179200,0.00001013,0.00001056,0.00000999,0.00001045,6579867916885.00
